,Unnamed: 0,Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Suspicious_Flags,Fraud_Label,Claim_Type_Home Damage,Claim_Type_Medical,Claim_Type_Vehicle,Claim_Year,Claim_Month,Claim_Day,Annual_Income,Claim_to_Income_Ratio,Policy_Issuance_Date,Days_Since_Issuance,Short_Period_Claim,Elliptic_Anomaly,Isolation_Anomaly,LOF_Anomaly,Fraud_Probability_Score,policy_issue_Year,policy_issue_Month,policy_issue_Day
764,764,8c8181b4-fe8b-4ccb-bd75-a5f3eeafca83,2022-06-24,abf39096-4a68-469c-92b9-9a508cb6d1f0,36177.89,0,0,0,1,0,2022,6,24,59448,0.6085636186246803,2022-01-15,160,True,Anomaly,0,Normal,0.225599177408403,2022,1,15
765,765,3289f58b-1923-4afc-802d-105b113eaf84,2023-10-20,5b6d6b7c-54b2-4582-b398-1e9e7cb882a0,43736.27,0,0,1,0,0,2023,10,20,72862,0.6002617276495292,2023-02-18,244,True,Anomaly,0,Normal,0.0,2023,2,18
766,766,3c0a584e-a7cd-43cb-abda-06b220d2b528,2020-09-02,31891f48-e66e-4c11-91de-febf9e98961d,1953.13,1,0,0,0,1,2020,9,2,102950,0.0189716367168528,2018-02-22,923,False,Normal,1,Anomaly,0.0,2018,2,22
767,767,540e7d01-735d-48f3-bc61-66df515a6b43,2023-04-04,27035b27-958c-4936-b186-78ce4e40bfba,35760.0,0,0,1,0,0,2023,4,4,104901,0.3408928418222895,2021-08-25,587,False,Normal,0,Normal,0.6387759828034104,2021,8,25
768,768,cec56969-5d4f-4107-911d-dc7990c80420,2021-10-02,502ed818-013c-4998-ab2b-f58c6da58dad,25783.7,0,0,0,1,0,2021,10,2,166900,0.1544859197124026,2021-01-30,245,True,Normal,0,Normal,0.0,2021,1,30
769,769,b652ae99-38b5-489a-8921-057c3f05557c,2023-11-15,5c074653-d711-43e4-86d4-7d416fa5d3b0,18700.55,0,0,0,0,1,2023,11,15,145035,0.1289381873340917,2023-10-14,32,True,Normal,0,Normal,0.0,2023,10,14
770,770,54e14f3a-bba4-4ae0-adf8-f7672261ddef,2024-07-24,c65720ae-5bd6-4d4d-b202-fae5767d3b27,33868.96,1,1,0,1,0,2024,7,24,73133,0.4631145994284386,2021-11-08,989,False,Anomaly,0,Anomaly,0.0,2021,11,8
771,771,1bdc74a9-8d3a-4d76-bcaa-281b4e336644,2021-01-19,47d6723c-d77f-4eeb-94fc-3a5d9b4bf377,25686.83,0,1,0,1,0,2021,1,19,71137,0.3610895876969791,2018-07-29,905,False,Anomaly,0,Normal,0.0,2018,7,29
772,772,e42c0aea-23d7-463d-9391-d017dbd4a86d,2022-11-13,a06a187d-e2e6-47a6-bbc9-94734363589c,2776.09,0,0,0,0,1,2022,11,13,118515,0.0234239547736573,2022-09-29,45,True,Normal,1,Normal,0.0,2022,9,29
773,773,e4610160-134d-495a-ba38-8c8f139309d1,2020-04-07,d0095507-07fc-484e-a1b2-462781d67019,46592.42,0,0,0,1,0,2020,4,7,84425,0.5518794196031981,2019-05-10,333,True,Anomaly,1,Normal,0.0,2019,5,10
774,774,c4ea4ece-67b6-4467-9432-d79794f6c67a,2023-02-14,42b7c048-8d35-43be-8962-4ec9e80382eb,37162.96,1,1,0,0,1,2023,2,14,84027,0.442274030966237,2022-12-12,64,True,Anomaly,0,Normal,0.0,2022,12,12
775,775,8a284792-ffac-4645-a4dc-43068b20ce3e,2022-07-14,647ac591-5da6-4a3a-a60c-cfb4c6735380,12789.03,0,0,1,0,0,2022,7,14,86757,0.1474120820221999,2020-05-19,786,False,Normal,0,Normal,0.0,2020,5,19
776,776,96f01335-c5ab-48da-a435-4021392a9fc4,2023-11-03,80499bbf-76f6-4778-a246-0ac94a7eebc2,28791.03,0,0,0,1,0,2023,11,3,86612,0.3324138687479794,2022-04-26,556,False,Normal,0,Normal,0.0,2022,4,26
777,777,5d264b1b-6593-4659-972e-8c6882aa5c46,2022-09-07,f6c8b8b9-d915-4664-bd27-4ad5a9a54c24,9377.55,0,0,1,0,0,2022,9,7,165695,0.0565952503093032,2021-08-01,402,False,Normal,0,Normal,0.0,2021,8,1
778,778,af2537f5-9d31-462a-bb5a-bb36ce7968b7,2020-12-31,28c2cce9-723b-40d4-a3ef-5561839e7623,3911.86,0,0,0,0,1,2020,12,31,83526,0.0468340397002131,2019-10-15,443,False,Normal,1,Anomaly,0.0,2019,10,15
779,779,90d9170c-f2de-475c-90fc-c9f12ddc756b,2023-06-21,bb64a525-bc65-4d94-a56d-4d11f7bd8499,15879.54,0,1,0,1,0,2023,6,21,170139,0.0933327455786151,2023-01-26,146,True,Normal,0,Normal,0.0,2023,1,26
780,780,0a58f43c-5bda-4655-b06d-ca247bc6e121,2021-04-07,43ace875-1017-4b44-bb53-f64b7cd61da4,10433.22,0,0,1,0,0,2021,4,7,96866,0.1077077612371729,2019-11-05,519,False,Normal,0,Normal,0.0,2019,11,5
781,781,ab286d09-0af5-4e60-bbe8-a5df5e934de0,2021-03-16,635a11f2-5c7a-483d-8a9d-2704e860bcb1,12507.91,0,0,0,0,1,2021,3,16,176017,0.0710608066266326,2020-04-16,334,True,Normal,0,Normal,0.0,2020,4,16
782,782,e1ad640c-7463-435e-aafb-9f20783c91eb,2020-05-27,1a6cf459-52f6-431f-a605-b7c9fb07ee93,38744.36,0,0,0,1,0,2020,5,27,176455,0.2195707687512397,2018-02-03,844,False,Normal,0,Normal,0.0,2018,2,3
783,783,a2317211-8578-41c6-b7eb-c69ab4280f0d,2024-04-27,94213090-4368-4e93-bded-cb7ad5ba304c,39900.69,1,1,0,1,0,2024,4,27,119253,0.3345885638097155,2023-04-20,373,False,Normal,0,Normal,0.0,2023,4,20
784,784,606cc2f5-2c81-4bf0-91f6-04068b5a8683,2023-06-11,e5f22dfb-a741-404b-9672-1e985d8416e0,20796.79,0,0,0,1,0,2023,6,11,58815,0.3535967015217207,2022-06-05,371,False,Anomaly,0,Normal,0.0,2022,6,5
785,785,4067f790-8444-4504-93ed-280ad5e14d1f,2022-01-20,67e54646-8430-40fa-b90f-ecf5e8410a39,34826.31,0,1,0,1,0,2022,1,20,137333,0.253590251432649,2020-05-23,607,False,Normal,0,Normal,0.0,2020,5,23
786,786,585409d9-de22-4c3f-9136-6db15a578607,2022-08-10,01b062c1-9aad-4234-a31d-b3457b6b911e,33036.54,0,0,1,0,0,2022,8,10,127358,0.2593990169443615,2021-06-04,432,False,Normal,0,Normal,0.0,2021,6,4
787,787,709d338b-2393-4d45-a1cc-ff0d8078636d,2020-12-31,47e321c2-a4ba-48bf-83b8-fa0513bc0dc6,26725.82,0,0,0,1,0,2020,12,31,145252,0.1839962272464406,2019-12-17,380,False,Normal,0,Anomaly,0.4062923557714998,2019,12,17
788,788,28489240-2fd9-4ce1-a676-27ca3625fc20,2021-12-25,a93e7b5b-1e4a-43a7-9123-f7c1b7a1267e,48641.68,0,0,0,1,0,2021,12,25,169591,0.286817578763024,2020-10-14,437,False,Normal,0,Normal,0.0,2020,10,14
789,789,54899c37-cfa9-426b-aa24-1f463af7fa21,2023-10-10,7aa1219a-7a93-48bb-acdb-d5f27b44acd0,46103.08,0,0,1,0,0,2023,10,10,141610,0.3255637313749029,2023-06-21,111,True,Normal,0,Normal,0.0,2023,6,21
790,790,a5b2c7ea-2947-4f54-973e-129c35f0b1be,2024-05-04,20bd1422-0b0b-41de-be61-2d6605bf0618,23193.67,1,0,1,0,0,2024,5,4,46496,0.4988315123881623,2023-07-07,302,True,Anomaly,1,Anomaly,0.0,2023,7,7
791,791,227d4660-293f-4266-97a4-18b892d00319,2023-04-28,2598f383-9280-4da2-a40b-50e40a086989,7108.94,1,0,0,0,1,2023,4,28,169716,0.0418872704989511,2021-06-27,670,False,Normal,0,Normal,0.0,2021,6,27
792,792,ec257a75-421d-4dca-aa95-59080e503fd8,2021-01-26,f8205aa7-996f-4e88-a7cb-fc39f54f1b92,22031.65,1,0,0,1,0,2021,1,26,71426,0.3084542043513567,2020-03-07,325,True,Normal,0,Normal,0.0,2020,3,7
793,793,e0e5f6e5-04c4-4853-a33b-3dfd904865c6,2023-10-09,f27f3ad7-4890-4b6d-9240-ef02a9681fc1,16092.94,0,0,0,0,1,2023,10,9,197336,0.0815509587708274,2022-12-14,299,True,Normal,0,Normal,0.0,2022,12,14
794,794,9b4547e0-72fe-4dc2-b772-aa9715f39d39,2025-02-19,38283a05-2baa-43c9-bb4e-9ecdde0787b1,16243.86,1,0,0,0,1,2025,2,19,137999,0.1177099834056768,2024-12-06,75,True,Normal,1,Normal,0.0,2024,12,6
795,795,2488c84d-99d0-40fd-a928-043ed492b51a,2024-02-23,9f8acdeb-2e8f-45a8-847a-3b7ed209383b,7237.54,1,0,1,0,0,2024,2,23,98588,0.0734119771168904,2023-08-20,187,True,Normal,0,Normal,0.0,2023,8,20
796,796,2aefcf3b-43b7-40ef-82c4-1c54a8debd88,2023-10-18,98b6691b-7416-4e82-ac1f-41ce57b94dfb,22753.55,0,0,0,0,1,2023,10,18,36899,0.6166440824954605,2021-11-03,714,False,Anomaly,0,Anomaly,0.0,2021,11,3
797,797,60d2759a-3ad5-4382-919f-b03e97314c91,2022-02-06,85d0691c-33cd-4d56-843d-72db1bcb404c,48249.42,0,0,0,1,0,2022,2,6,103335,0.4669223399622587,2021-05-06,276,True,Normal,0,Normal,0.0,2021,5,6
798,798,af32baf8-811d-44af-a8ca-7483dc0e3375,2022-04-09,2d6b8a4e-18a7-4609-9b02-c5352649a478,42697.87,1,1,0,1,0,2022,4,9,83819,0.5094056240231929,2020-06-21,657,False,Anomaly,0,Normal,0.0,2020,6,21
799,799,998d65ba-9d60-42c5-a6cf-cbd879d29001,2020-05-14,c09c2ebe-80da-4ed7-880b-cb0ec8ab96ac,34459.71,0,1,1,0,0,2020,5,14,126041,0.2734007981529819,2019-05-21,359,True,Normal,0,Normal,0.0,2019,5,21
800,800,a8cdf44d-7b74-4440-97db-4c2f1e158e2f,2020-10-28,004ea81a-d3d8-47a8-8a0e-a57a9a7d509d,41878.28,1,1,0,0,1,2020,10,28,121265,0.3453451531769265,2019-01-05,662,False,Normal,0,Normal,0.3233995552399757,2019,1,5
801,801,adb610f4-c65d-486e-b00f-63efe59fc1c2,2023-06-03,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,35702.29,0,1,0,0,1,2023,6,3,69486,0.5138055147799557,2020-10-09,967,False,Anomaly,1,Anomaly,0.0,2020,10,9
802,802,6dd013f3-87a2-4e22-b298-b8110b1ec578,2021-04-27,c4c7aab4-ca20-408d-bb6c-7129cd638ba8,15292.62,1,0,0,1,0,2021,4,27,169092,0.0904396423248882,2020-10-04,205,True,Normal,0,Normal,0.0100896155847027,2020,10,4
803,803,cdfba4e9-96cb-4afb-99bb-89006198b718,2023-11-18,937ca77c-b25b-4de7-9652-1e08c2f43c10,22883.96,0,0,1,0,0,2023,11,18,169513,0.1349982597204934,2023-01-11,311,True,Normal,0,Normal,0.0,2023,1,11
804,804,412817eb-2246-49cd-acec-df821903f9b3,2022-07-23,157511ad-dbea-49f8-a8fb-5a963b85f6e1,5544.41,1,0,0,1,0,2022,7,23,140496,0.0394631163876551,2021-04-22,457,False,Normal,0,Normal,0.0,2021,4,22
805,805,8b31f4d8-e073-41d0-9929-afeb48842a14,2022-03-20,be5f902f-b58a-4738-8166-72213063ae7f,39157.52,1,1,0,1,0,2022,3,20,46067,0.850012373282393,2020-01-22,788,False,Anomaly,0,Anomaly,0.0,2020,1,22
806,806,85c53910-93f6-4723-81d2-3a76ca179780,2020-10-05,349651d6-a790-45b0-a001-f54d01d77831,41271.83,0,1,0,0,1,2020,10,5,156745,0.2633055599859645,2018-04-21,898,False,Normal,0,Normal,0.0,2018,4,21
807,807,68aa1236-50de-4f43-8de5-c35ab0117b0a,2021-12-25,95dad216-a6cd-4e3c-ad13-0705279f91ab,46909.96,0,0,0,1,0,2021,12,25,112963,0.4152683622070943,2020-09-20,461,False,Normal,0,Normal,0.0,2020,9,20
808,808,893e2b89-dadf-4499-82e4-bf0140ee131d,2022-04-16,fde6849b-468b-42af-9ca4-364d5d9ad9f1,40730.98,0,0,0,1,0,2022,4,16,180472,0.2256914091936699,2021-01-08,463,False,Normal,0,Normal,0.0,2021,1,8
809,809,3425449c-c145-46ba-a5bf-8e04ae3c2ce6,2022-03-28,2dc09158-7b83-41cf-8ebc-6d7ec8a65b85,32476.35,1,1,0,1,0,2022,3,28,47870,0.6784280342594526,2021-06-11,290,True,Anomaly,0,Anomaly,0.0,2021,6,11
810,810,7bd7b4bf-8e0e-4bb7-8f20-c5e75ec646eb,2021-06-10,c6319c16-5827-4c1d-93e0-f2354e80d10b,42440.13,1,1,0,0,1,2021,6,10,73153,0.5801557010648913,2020-12-05,187,True,Anomaly,0,Normal,0.7244226239663596,2020,12,5
811,811,2358755c-bc5c-4cd8-a5eb-d4dcb49b4b72,2024-06-13,3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,47142.89,1,1,0,1,0,2024,6,13,56683,0.8316936294832665,2024-05-01,43,True,Anomaly,1,Anomaly,0.2186722908680482,2024,5,1
812,812,f301bb6c-b306-4300-8879-d93272540ab7,2020-12-24,c93c9cc6-668b-48da-8222-cd7f36e6ba85,28907.27,0,1,1,0,0,2020,12,24,62096,0.4655254766812677,2019-03-06,659,False,Anomaly,0,Anomaly,0.0,2019,3,6
813,813,9d30c42e-8cf2-4000-8d04-c00156a3dccc,2023-08-29,639c4c6c-2926-405d-8d53-551ab4f02f6f,34319.04,0,0,0,1,0,2023,8,29,165332,0.2075765127138122,2023-05-03,118,True,Normal,0,Normal,0.0,2023,5,3
814,814,cdeb2696-015a-4a1d-a2c8-cf62f6ee137d,2020-08-17,99a9af6a-ed05-4732-b8bf-46fa25343e85,14111.6,0,1,0,0,1,2020,8,17,121385,0.1162548914610536,2018-10-17,670,False,Normal,0,Normal,0.0,2018,10,17
815,815,4359ff43-1067-43b6-9690-636b6f74e55d,2021-04-13,b9787c4b-09aa-4570-9be9-50c7147d7bfc,31149.24,0,0,0,1,0,2021,4,13,139709,0.2229580055687178,2019-11-23,507,False,Normal,0,Normal,0.0,2019,11,23
816,816,6690a951-fc04-4a7a-ae41-5f166263307c,2023-03-30,f6a9e3e3-b62b-4cb1-8956-0c3685609e8a,44197.54,1,1,0,0,1,2023,3,30,104509,0.4229065439340153,2021-11-08,507,False,Normal,0,Normal,0.8799379208602258,2021,11,8
817,817,c60b340c-f21a-4f38-8eb5-e5a798f3f640,2024-04-10,02bdeabe-7060-48eb-be8e-ed12a3ea21a2,14348.91,0,0,0,1,0,2024,4,10,78869,0.1819334592805792,2021-07-29,986,False,Normal,0,Normal,0.0,2021,7,29
818,818,ee462fcd-a829-407c-99be-ccff33a315f3,2024-03-11,c8b190e1-089a-4f4f-b1da-e8174937b90f,39961.3,0,0,0,1,0,2024,3,11,149895,0.2665952833650222,2021-09-21,902,False,Normal,0,Normal,0.0,2021,9,21
819,819,b2cd9a0a-840c-4cb0-82b3-43849979cf26,2021-05-01,5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,39844.89,0,0,0,0,1,2021,5,1,193594,0.2058167608500263,2018-11-11,902,False,Normal,0,Normal,0.0,2018,11,11
820,820,f9c3ee05-0012-4399-a7af-55453d3fec1b,2020-12-16,66414954-c798-4445-86a3-cc71ff2f6883,27453.63,0,0,0,0,1,2020,12,16,174782,0.1570735544850156,2018-06-09,921,False,Normal,1,Normal,0.0884433751216375,2018,6,9
821,821,67cba27a-6528-4970-ab6e-f8dd5a669316,2023-02-07,b4209103-bca7-46eb-83ef-0f77848ac924,16419.42,1,0,0,0,1,2023,2,7,121457,0.1351871032546497,2020-08-25,896,False,Normal,0,Normal,0.0,2020,8,25
822,822,8cb21aa2-1715-4c03-ab4f-36381190e515,2021-08-05,953b0f1f-ea3e-472a-8f22-1604d46b7756,11341.5,1,0,0,0,1,2021,8,5,67439,0.1681742018713207,2018-12-01,978,False,Normal,0,Normal,0.0501100521860889,2018,12,1
823,823,d0c59550-f69a-4539-98f4-2098591cc524,2021-07-22,746b161a-31cc-4738-b68a-e9b79b3aa1d1,26706.9,0,0,1,0,0,2021,7,22,73005,0.3658228888432299,2019-04-06,838,False,Normal,0,Normal,0.0431531130871355,2019,4,6
824,824,0130d66b-932d-4648-a769-b0f1ee01b9e0,2021-06-24,8f026c2c-1b41-4999-8198-d1f56839f98f,5456.65,1,0,1,0,0,2021,6,24,180105,0.0302970489436717,2021-05-12,43,True,Normal,0,Anomaly,0.0,2021,5,12
825,825,5708013e-4b54-4670-80cf-b1db1287e313,2024-11-28,41f83199-f4ea-4769-8366-c189cd8d9f75,39666.24,1,1,1,0,0,2024,11,28,137280,0.2889440559440559,2022-09-23,797,False,Normal,0,Normal,0.0,2022,9,23
826,826,cb1b8eff-d02a-4cbb-89b4-094ae048f1de,2023-01-18,60885550-f74f-4900-b159-4914b1b68ecd,49821.41,0,0,0,1,0,2023,1,18,106434,0.4680967547963996,2021-07-12,555,False,Normal,1,Normal,0.4251603411241749,2021,7,12
827,827,3e4727fd-c51c-41f4-bbcf-2b31902bd154,2023-12-17,ae7cfd14-7577-4730-868d-a4b2f613bda0,19726.91,1,0,0,1,0,2023,12,17,159320,0.1238194200351493,2023-03-22,270,True,Normal,0,Normal,0.0,2023,3,22
828,828,dcad8ec2-963a-4333-a582-95dc75f1c654,2020-04-22,61f6dfbe-114b-4c79-8200-79f51dc3c26e,40407.41,0,0,1,0,0,2020,4,22,137247,0.2944137941084322,2018-07-11,651,False,Normal,0,Normal,0.0,2018,7,11
829,829,386af9dd-fe83-432a-89e5-5c47a237a8c1,2023-07-23,6994bf84-50d3-4a03-8cd7-608f3adcb38c,35320.92,0,0,0,0,1,2023,7,23,76139,0.4639004977738084,2022-04-23,456,False,Anomaly,0,Normal,0.0827700234270178,2022,4,23
830,830,89207bc4-8439-4ed9-9a64-845ef49816ad,2020-03-21,498bcf67-3f8d-4f96-836a-e2bbd5098e07,28373.89,0,0,0,1,0,2020,3,21,71408,0.3973488964821868,2018-05-02,689,False,Anomaly,0,Normal,0.0,2018,5,2
831,831,bfb0942c-ac77-4762-a620-516717cf775f,2024-04-12,2db13deb-ee6f-4bea-8df7-164713769ff9,48534.19,0,0,1,0,0,2024,4,12,195711,0.2479890757290086,2023-03-23,386,False,Normal,0,Normal,0.0,2023,3,23
832,832,37f3f32b-5a81-462a-9059-f77b79ff89d9,2024-08-23,bf0418a9-f276-4513-aeca-f62944e22691,4967.74,0,1,0,1,0,2024,8,23,145039,0.0342510635070567,2022-05-05,841,False,Normal,0,Normal,0.0,2022,5,5
833,833,30aed12d-e8f1-4194-ae25-356aaee01ec9,2022-09-01,3df76a69-bc45-444a-bc1f-dff0331d58bb,24160.45,0,0,0,0,1,2022,9,1,190845,0.126597238596767,2021-01-16,593,False,Normal,0,Normal,0.0,2021,1,16
834,834,3aad5840-34ef-41df-83f1-9b58df6c0d60,2021-03-09,5b249c2a-9e5c-4dcd-961a-080a3fec0a37,6959.23,1,0,1,0,0,2021,3,9,54005,0.1288626978983427,2020-02-25,378,False,Normal,0,Normal,0.0,2020,2,25
835,835,1eb05b4a-1b4f-4d5f-8768-833927ef5357,2024-10-10,7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,43476.75,1,1,0,1,0,2024,10,10,96093,0.4524445068839561,2022-05-11,883,False,Anomaly,0,Normal,0.0,2022,5,11
836,836,db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,2022-11-18,5f06bc76-7b77-4e71-9917-38f80ad1c18c,29537.15,0,0,0,1,0,2022,11,18,34954,0.8450291812095898,2021-03-16,612,False,Anomaly,0,Anomaly,0.0,2021,3,16
837,837,e5eb4549-7e0a-44c2-90bf-29959ee4105d,2025-02-06,4654e77d-de67-4278-9313-b3a7e5a1c6e4,43103.14,0,0,0,1,0,2025,2,6,193463,0.2227978476504551,2023-02-13,724,False,Normal,0,Anomaly,0.162590842303839,2023,2,13
838,838,c3a6b204-fc01-4a22-aed0-b0b27da56b6e,2024-10-02,c00b19de-38db-428d-a5db-6e4347bf8db7,20081.98,0,0,0,1,0,2024,10,2,112009,0.1792889857065057,2023-06-20,470,False,Normal,0,Normal,0.0,2023,6,20
839,839,86969901-0ddc-4788-a0d4-ba1893a05478,2024-03-03,08560684-8a6f-44b3-b08d-312e7a732f35,48805.1,0,0,1,0,0,2024,3,3,188104,0.2594580657508612,2022-11-16,473,False,Normal,0,Normal,0.0,2022,11,16
840,840,dc432ed5-64ca-41c7-98e7-edf880a23721,2023-08-09,1ed072e9-f9fc-4034-b50a-cc982cbfb769,48052.77,0,0,1,0,0,2023,8,9,30747,1.562844179919992,2021-11-12,635,False,Anomaly,1,Anomaly,0.0,2021,11,12
841,841,50ce857f-75c7-4fb6-84a9-1789b2c027e8,2023-08-15,61223189-35f3-4e4a-ac92-04b40306a258,28317.88,0,0,1,0,0,2023,8,15,67681,0.4184022103692321,2023-01-08,219,True,Anomaly,0,Normal,0.0,2023,1,8
842,842,5c91f845-534f-496d-99ca-9c1b94bcf47a,2023-03-28,434a130e-8c6e-46ad-afe9-38e4427bbffb,29653.03,0,0,0,1,0,2023,3,28,100846,0.2940426987684191,2022-06-05,296,True,Normal,0,Normal,0.0,2022,6,5
843,843,f562037b-78aa-46ea-84f7-f01a3cb526d7,2023-03-29,6c878546-7faf-4458-af14-f7775dad348e,15078.6,0,0,0,1,0,2023,3,29,139458,0.1081228757045131,2022-08-09,232,True,Normal,0,Normal,0.0,2022,8,9
844,844,c08fe6d7-b361-470a-ab49-acc635e574e0,2022-01-13,7362f9b7-4795-4d1d-a68d-3c8bdab51d55,47460.56,0,1,0,0,1,2022,1,13,115117,0.4122810705629924,2021-01-19,359,True,Normal,0,Normal,0.0,2021,1,19
845,845,fab1996a-2192-4613-9247-e8512e0d3860,2023-01-20,b8875caf-1991-403f-906e-ccbc3a8359b6,38656.1,1,1,1,0,0,2023,1,20,151319,0.2554609797844289,2020-08-20,883,False,Normal,0,Normal,0.207934458406111,2020,8,20
846,846,8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,2022-05-02,cccf4130-2556-43d4-b231-32fa618192de,30318.24,1,1,1,0,0,2022,5,2,68110,0.4451363970048451,2019-12-12,872,False,Anomaly,0,Normal,0.0,2019,12,12
847,847,7915ad7e-2648-4819-bd11-16eef58ab7c7,2024-03-14,226cbc6a-7fe5-44b6-abe8-c7562d36226c,28494.74,1,0,0,0,1,2024,3,14,185111,0.1539332616646228,2023-07-23,235,True,Normal,0,Normal,0.0,2023,7,23
848,848,a1726883-d971-4e00-a4ad-5e9bfedd22d9,2022-10-04,7c93243e-c90b-4454-90d3-802db876a455,12280.8,1,0,0,0,1,2022,10,4,73371,0.1673794823567894,2022-07-13,83,True,Normal,0,Normal,0.0,2022,7,13
849,849,dbc6c928-8fe8-4e20-803f-d5824ccf0a4b,2023-01-05,29d0c613-b0c7-4002-9956-699065fdaadb,4891.94,0,0,1,0,0,2023,1,5,179120,0.0273109647163912,2021-01-12,723,False,Normal,1,Normal,0.0250146178958983,2021,1,12
850,850,411920f6-d056-4199-b728-ddc20f5e8b47,2022-07-22,be9da951-7329-4f6e-98a7-3d94a13ea66d,17119.6,1,0,0,1,0,2022,7,22,124040,0.1380167687842631,2020-02-03,900,False,Normal,0,Normal,0.0,2020,2,3
851,851,5c3d0d5f-5c68-41d6-8280-3aa055ac0d06,2022-12-22,581993cc-41f9-494a-8f5d-337fee8d5daa,3855.84,0,0,0,0,1,2022,12,22,50625,0.0761647407407407,2021-04-22,609,False,Normal,0,Normal,0.0,2021,4,22
852,852,59e110eb-1f09-4b9d-a969-29b20513eda8,2024-07-05,93acb00e-32ee-4b38-9b07-07e5f68ece81,2883.3,0,0,0,0,1,2024,7,5,124846,0.0230948528587219,2022-07-09,727,False,Normal,0,Normal,0.0,2022,7,9
853,853,89d716ef-a62d-4221-a65d-958e936dd1a8,2021-01-16,53391df4-5ae8-4d18-88dc-1e26c7c2564a,44285.32,0,1,0,0,1,2021,1,16,194214,0.2280233144881419,2020-12-10,37,True,Normal,1,Anomaly,0.0,2020,12,10
854,854,c655a597-7ccc-43de-82ac-7e1dac565da6,2023-11-09,9d1911a5-618d-4e71-9412-83fbe3bef3d6,17885.94,1,0,0,0,1,2023,11,9,125541,0.1424709059191817,2022-07-25,472,False,Normal,0,Normal,0.0,2022,7,25
855,855,f4e35f7b-a1b7-43d8-b6b8-74d349599bed,2020-11-23,edb68b81-cec6-4cfe-a3fd-17f02ae63af6,43270.51,0,0,1,0,0,2020,11,23,144772,0.2988872848340839,2020-08-19,96,True,Normal,0,Anomaly,0.0,2020,8,19
856,856,9cc05b67-a19b-424a-abfc-2a47565f1491,2023-01-12,1440adec-1243-4b0f-a835-f080d9518f98,22838.73,1,0,0,1,0,2023,1,12,95279,0.2397037122555862,2021-01-19,723,False,Normal,0,Normal,0.0,2021,1,19
857,857,50405c43-3a6c-4da6-97f7-d71f2978cc73,2021-10-03,9afa8267-4479-4214-b5de-f8074a965478,47607.28,0,0,0,1,0,2021,10,3,94748,0.5024621100181534,2019-10-23,711,False,Anomaly,1,Normal,0.0,2019,10,23
858,858,e33fc52c-4570-43e4-a53c-8f74a5076897,2022-05-25,bf761449-5cf8-4eeb-b053-3851dce0e2bb,8464.77,0,0,0,1,0,2022,5,25,145513,0.0581719159112931,2019-11-28,909,False,Normal,0,Normal,0.0,2019,11,28
859,859,73461e07-f72c-46c8-855c-0a9796405fcd,2022-03-30,20029d9f-05e9-4407-9aad-a0b12f132a6d,5108.68,0,0,1,0,0,2022,3,30,126676,0.0403287126211752,2020-12-25,460,False,Normal,0,Normal,2.4036099110648326e-05,2020,12,25
860,860,406bf02d-a97a-4f4e-bc10-871bba4f4b03,2024-11-16,35e80364-147f-4f67-bfee-f19db360dfaa,35372.98,0,0,0,0,1,2024,11,16,140069,0.2525396768735409,2022-09-08,800,False,Normal,0,Normal,0.0,2022,9,8
861,861,18763576-1a5e-4196-a5a4-c79b2abaa4f9,2020-06-28,0dc78104-8c66-4766-b922-b440e0f1e44c,44542.79,1,1,0,1,0,2020,6,28,109397,0.4071664670877629,2019-07-08,356,True,Normal,0,Normal,0.0,2019,7,8
862,862,8623bc74-65a2-4cc8-855b-e95d06bfd9c4,2023-12-31,9e3bf1b3-4330-425c-9a9b-0d42154ff37d,16889.18,0,0,0,1,0,2023,12,31,97748,0.1727828702377542,2022-08-11,507,False,Normal,0,Normal,0.0,2022,8,11
863,863,ee7ca782-a7a3-4d25-9595-6c4227c00f89,2024-08-07,bcd2e8eb-3f55-40cd-bab7-127e4f32ea54,46315.89,1,1,1,0,0,2024,8,7,150098,0.3085710002798172,2024-03-06,154,True,Normal,0,Normal,0.0,2024,3,6
864,864,205c8491-a061-49db-b172-f63648bfb602,2020-10-29,08ffeab0-0750-42d6-abac-f712d6a919e8,14435.39,1,0,0,1,0,2020,10,29,41329,0.3492799245082145,2018-04-06,937,False,Anomaly,1,Anomaly,0.0,2018,4,6
865,865,ea4f4a80-dc41-4176-9b59-f28ea9de5b26,2021-10-19,def3306a-f998-43f2-b799-fddb79e546e7,27708.3,1,0,0,0,1,2021,10,19,122194,0.2267566328952321,2019-06-21,851,False,Normal,0,Normal,0.0433958408683807,2019,6,21
866,866,8c6d768e-45bc-43ba-af52-d36e8a63b93c,2022-05-25,8a0ec018-b297-49b2-b2cf-fcaef833ebfb,21666.49,0,0,0,0,1,2022,5,25,119004,0.1820652246983294,2021-06-30,329,True,Normal,0,Normal,0.0132534188985296,2021,6,30
